iter	Logloss
628	0.208766028
629	0.2087359345
630	0.2087051036
631	0.2085071998
632	0.2084891435
633	0.2083742016
634	0.2081928398
635	0.2081223577
636	0.2080792885
637	0.2080618041
638	0.2080337199
639	0.2079906151
640	0.2079607223
641	0.2079063509
642	0.207873711
643	0.2078381311
644	0.2075403454
645	0.2075075281
646	0.2074796323
647	0.2074232115
648	0.2072635535
649	0.2072246381
650	0.2072020609
651	0.2071568228
652	0.2071211838
653	0.2070851724
654	0.2070112422
655	0.2069806
656	0.2069372026
657	0.2068945501
658	0.2068705226
659	0.2068060958
660	0.2067839471
661	0.2067036889
662	0.2066924693
663	0.2066770646
664	0.2065690134
665	0.2065027684
666	0.2063944051
667	0.2063434061
668	0.2062893995
669	0.2062391641
670	0.2061930803
671	0.2061364541
672	0.2061167369
673	0.2060947966
674	0.2060128528
675	0.2059834505
676	0.2059594763
677	0.2058109064
678	0.2055441852
679	0.2054427526
680	0.2053154372
681	0.2051918114
682	0.2050236746
683	0.2048630606
684	0.2048064211
685	0.2047148557
686	0.204685857
687	0.20451526
688	0.2043892397
689	0.2042402726
690	0.2041793667
691	0.204115664
692	0.2040581086
693	0.2040268816
694	0.2037788703
695	0.2037524568
696	0.2037253826
697	0.2034994367
698	0.2034651816
699	0.2033736582
700	0.2033311921
701	0.203285379
702	0.2032535174
703	0.2031891617
704	0.203121862
705	0.2030772915
706	0.2030535077
707	0.2030239926
708	0.2029049849
709	0.2028895596
710	0.2027997152
711	0.2027343692
712	0.2027012544
713	0.2026460643
714	0.2025705236
715	0.2025246948
716	0.2025060355
717	0.2024548262
718	0.2023906062
719	0.2023578912
720	0.2022866173
721	0.2022684093
722	0.2022576512
723	0.2022257481
724	0.2021521188
725	0.2021143198
726	0.2020693401
727	0.2020575625
728	0.201934508
729	0.2018916495
730	0.2018558688
731	0.2018429563
732	0.2018196603
733	0.2017692352
734	0.2016802739
735	0.2016183652
736	0.2015572075
737	0.2015134562
738	0.2014610719
739	0.2012547697
740	0.2011736074
741	0.2011625818
742	0.2011179415
743	0.2010921086
744	0.2010135395
745	0.2009799596
746	0.200963723
747	0.2009341874
748	0.2008902744
749	0.2008231346
750	0.2007953372
751	0.2007599268
752	0.2007289159
753	0.2007207407
754	0.2006979125
755	0.20066527
756	0.2006325988
757	0.200578391
758	0.200541121
759	0.2004525849
760	0.2004297685
761	0.2004081302
762	0.2003853298
763	0.2003376679
764	0.2002647501
765	0.2001687759
766	0.2001032627
767	0.2000750872
768	0.2000001783
769	0.199962491
770	0.1999327336
771	0.1999069965
772	0.1998733021
773	0.199843382
774	0.1998252817
775	0.1998019296
776	0.199742708
777	0.1997227618
778	0.1996876328
779	0.199671141
780	0.1996266296
781	0.1995817509
782	0.1995282778
783	0.1994963962
784	0.1994764238
785	0.1993851613
786	0.1993538738
787	0.1993317648
788	0.1993225942
789	0.1992990298
790	0.1992705069
791	0.1991656546
792	0.1991435401
793	0.1991166338
794	0.1990716799
795	0.1990554467
796	0.1990185414
797	0.1989638772
798	0.1989267716
799	0.1988712661
800	0.1988312542
801	0.1987767981
802	0.1986119111
803	0.1985838475
804	0.1984718339
805	0.1984020118
806	0.1982392691
807	0.1981596929
808	0.1980794156
809	0.1980562103
810	0.1980244534
811	0.1979840548
812	0.1979570796
813	0.1979196178
814	0.1977683574
815	0.1977407576
816	0.1976445052
817	0.1975779277
818	0.1975594464
819	0.1975074984
820	0.1974619647
821	0.1974013552
822	0.1973818772
823	0.1973663981
824	0.1972401238
825	0.1972250304
826	0.1971780668
827	0.1971414037
828	0.1971188523
829	0.1971037553
830	0.1970723062
831	0.197028701
832	0.196999642
833	0.1969883081
834	0.1969693486
835	0.1969075702
836	0.1968847651
837	0.1968488706
838	0.1967934224
839	0.1967567986
840	0.196705913
841	0.1966241761
842	0.1965930282
843	0.196553494
844	0.1965123318
845	0.1964811539
846	0.196463582
847	0.1964423089
848	0.1964070133
849	0.1963900562
850	0.1963715391
851	0.196325004
852	0.196284968
853	0.1962328337
854	0.1962015524
855	0.1961777045
856	0.1961417685
857	0.1960959286
858	0.1960590241
859	0.196005917
860	0.19597794
861	0.1959041522
862	0.195812951
863	0.1957820368
864	0.1957399641
865	0.1956613857
866	0.1956305299
867	0.1955965012
868	0.1955499914
869	0.1955332327
870	0.1954987403
871	0.1954475487
872	0.1954213955
873	0.1953911986
874	0.1953434607
875	0.1952985034
876	0.1952733605
877	0.1952464633
878	0.1952246984
879	0.1951614786
880	0.1951265627
881	0.1951128912
882	0.1950664683
883	0.1950470286
884	0.1949980385
885	0.1949598945
886	0.1949409797
887	0.1948893212
888	0.1948159125
889	0.1947053023
890	0.1946765238
891	0.1946447615
892	0.1944885129
893	0.1944706265
894	0.1944501606
895	0.1944173414
896	0.1943751397
897	0.1943078302
898	0.1942845874
899	0.1942646365
900	0.1942205654
901	0.194190228
902	0.1941584447
903	0.1941372104
904	0.1940814855
905	0.19401597
906	0.1939998389
907	0.1939641966
908	0.1938154803
909	0.1937903126
910	0.1937632477
911	0.1936927192
912	0.1936835761
913	0.1936420368
914	0.1935807078
915	0.1935725611
916	0.1934885808
917	0.1934165257
918	0.1934019473
919	0.1933581289
920	0.1933429625
921	0.1933041978
922	0.1932810087
923	0.1932646085
924	0.1932351534
925	0.1931986806
926	0.1931862392
927	0.1931501636
928	0.1931077924
929	0.1930317677
930	0.193008848
931	0.1929690583
932	0.1929123478
933	0.1928878347
934	0.1928505855
935	0.1928355235
936	0.192807356
937	0.1927802752
938	0.1927680796
939	0.1927303608
940	0.1927160793
941	0.1927113748
942	0.1926945441
943	0.1926796137
944	0.1926444827
945	0.1926287613
946	0.1925986137
947	0.1925620734
948	0.1925505912
949	0.1925268907
950	0.1924757504
951	0.1924369816
952	0.1924136475
953	0.1923819768
954	0.1923447924
955	0.1923275821
956	0.1923086704
957	0.1922776719
958	0.1922581248
959	0.1922438992
960	0.1921599914
961	0.1921474887
962	0.1920535775
963	0.1920062762
964	0.1919729136
965	0.1919349974
966	0.1919074216
967	0.1918691066
968	0.1918304254
969	0.1917884462
970	0.1917622501
971	0.1917488916
972	0.1917331924
973	0.1917075377
974	0.191689917
975	0.191666184
976	0.1916551276
977	0.1916168625
978	0.19158508
979	0.1915735948
980	0.1915447914
981	0.1915175873
982	0.1914942562
983	0.1914485559
984	0.1914166289
985	0.1913593582
986	0.191339043
987	0.1913119166
988	0.1912444021
989	0.1911771318
990	0.1911584214
991	0.1911425481
992	0.191010186
993	0.1909810486
994	0.1909539731
995	0.1909275361
996	0.1909084337
997	0.1908784707
998	0.1908408875
999	0.1908100582
